FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION
10/04/17,11/04/17,216.60,ANGEL SPRINGS LTD,WOLVERHAMPTON,216.60,GBP,1.00
13/04/17,14/04/17,168.00,B&Q DIRECT,0845 609 6688,168.00,GBP,1.00
13/04/17,17/04/17,172.20,B & Q 1162,ERSKINE,172.20,GBP,1.00
18/04/17,19/04/17,118.88,WWW.PCWB.COM,BURY,118.88,GBP,1.00
20/04/17,21/04/17,21.44,WWW.PETSATHOME.COM,WILMSLOW,21.44,GBP,1.00
21/04/17,24/04/17,77.10,SAINSBURYS 0124,NEW BARNET,77.10,GBP,1.00
24/04/17,25/04/17,8.65,SAINSBURYS 0124,NEW BARNET,8.65,GBP,1.00
06/04/17,07/04/17,45.00,LBBARNET PAYENET,LONDON,45.00,GBP,1.00
13/04/17,14/04/17,15.00,LBBARNET PAYENET,LONDON,15.00,GBP,1.00
02/05/17,03/05/17,41.76,GRO HM PASSPORT OFFICE,SOUTHPORT,41.76,GBP,1.00
19/04/17,20/04/17,56.00,ROYAL MAIL ONLINE SHOP,INTERNET,56.00,GBP,1.00
05/04/17,07/04/17,119.99,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,119.99,GBP,1.00
10/04/17,11/04/17,112.00,ROYAL MAIL ONLINE SHOP,INTERNET,112.00,GBP,1.00
13/04/17,14/04/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
18/04/17,20/04/17,47.93,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,47.93,GBP,1.00
20/04/17,21/04/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
22/04/17,24/04/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
03/04/17,04/04/17,9.25,GRO HM PASSPORT OFFICE,SOUTHPORT,9.25,GBP,1.00
04/04/17,05/04/17,83.73,WWW.COMAPRETHEMANANDTH,INTERNET,83.73,GBP,1.00
07/04/17,10/04/17,32.99,AMAZON UK MARKETPLACE,800-279-6620,32.99,GBP,1.00
07/04/17,10/04/17,7.99,AMAZON UK MARKETPLACE,800-279-6620,7.99,GBP,1.00
07/04/17,10/04/17,49.30,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,49.30,GBP,1.00
10/04/17,11/04/17,278.98,AO RETAIL LIMITED,.,278.98,GBP,1.00
12/04/17,13/04/17,442.91,ARGOS RETAIL GROUP,INTERNET,442.91,GBP,1.00
18/04/17,19/04/17,318.99,AMAZON UK MARKETPLACE,800-279-6620,318.99,GBP,1.00
18/04/17,19/04/17,110.00,COLLEGE OF NTHWEST,LONDON NW6,110.00,GBP,1.00
18/04/17,19/04/17,272.50,COLLEGE OF NTHWEST,LONDON NW6,272.50,GBP,1.00
19/04/17,20/04/17,69.90,AMAZON UK MARKETPLACE,800-279-6620,69.90,GBP,1.00
19/04/17,20/04/17,253.98,AO RETAIL LIMITED,.,253.98,GBP,1.00
21/04/17,24/04/17,-9.99,AO RETAIL LIMITED,.,-9.99,GBP,1.00
24/04/17,25/04/17,56.45,ARGOS LTD,EDGWARE,56.45,GBP,1.00
05/04/17,06/04/17,13.90,WWW.INSPIREMETOYS.CO.U,NEW MALDEN,13.90,GBP,1.00
06/04/17,07/04/17,313.20,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,313.20,GBP,1.00
24/04/17,25/04/17,31.99,TOTE BOX LTD,NORTHAMPTON,31.99,GBP,1.00
07/04/17,10/04/17,12.24,TRAINLINE,LONDON,12.24,GBP,1.00
12/04/17,13/04/17,67.74,VALUE PRODUCTS LTD,POOLE,67.74,GBP,1.00
20/04/17,21/04/17,124.00,ESPRESSA PIZZA,BARNET,124.00,GBP,1.00
23/04/17,25/04/17,17.00,CREATESEND/COM,SYDNEY,17.00,GBP,1.00
06/04/17,07/04/17,"1,222.44",SKO FAMILY LIMITED,EDINBURGH,"1,222.44",GBP,1.00
13/04/17,14/04/17,431.77,THAMES WATER,SWINDON,431.77,GBP,1.00
16/04/17,17/04/17,794.00,WWW.TWINSUK.CO.UK,01670 856996,794.00,GBP,1.00
20/04/17,21/04/17,50.00,WWW.CIPFA.ORG.UK,LONDON  WC2N,50.00,GBP,1.00
20/04/17,21/04/17,100.00,CIPFA ESS,LONDON WC2N,100.00,GBP,1.00
25/04/17,26/04/17,57.10,NATIONAL EXPRESS LIMIT,BIRMINGHAM,57.10,GBP,1.00
27/04/17,28/04/17,117.77,CASHIERS TOWN HALL,LUTON,117.77,GBP,1.00
03/04/17,04/04/17,-7.00,TESCO STORE 3539,WALTHAM CROSS,-7.00,GBP,1.00
06/04/17,07/04/17,97.84,AMFBOWLING.CO.UK,01442 840200,97.84,GBP,1.00
10/04/17,11/04/17,161.83,TESCO STORES 6440,LONDON EN8,161.83,GBP,1.00
12/04/17,13/04/17,51.25,TEAM SPORT V/T,FARNHAM,51.25,GBP,1.00
13/04/17,14/04/17,142.11,TESCO STORES 6440,LONDON EN8,142.11,GBP,1.00
12/04/17,14/04/17,12.00,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,12.00,GBP,1.00
18/04/17,19/04/17,151.86,TESCO STORES 6440,LONDON EN8,151.86,GBP,1.00
21/04/17,24/04/17,64.85,TESCO STORES 6440,LONDON EN8,64.85,GBP,1.00
24/04/17,25/04/17,148.82,TESCO STORES 6440,LONDON EN8,148.82,GBP,1.00
30/04/17,01/05/17,39.99,AMAZON UK MARKETPLACE,800-279-6620,39.99,GBP,1.00
28/04/17,01/05/17,63.06,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,63.06,GBP,1.00
02/05/17,02/05/17,7.99,AMAZON UK MARKETPLACE,800-279-6620,7.99,GBP,1.00
03/04/17,04/04/17,8.95,SAINSBURYS SACAT 4435,FINCHLEY,8.95,GBP,1.00
21/04/17,24/04/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
24/04/17,25/04/17,79.98,ARGOS RETAIL GROUP,INTERNET,79.98,GBP,1.00
29/04/17,01/05/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
27/04/17,01/05/17,67.99,POST OFFICE SHOP,03448261399,67.99,GBP,1.00
03/04/17,04/04/17,10.70,NANDOS FINCHLEY,FINCHLEY,10.70,GBP,1.00
03/04/17,04/04/17,29.64,NANDOS FINCHLEY,FINCHLEY,29.64,GBP,1.00
03/04/17,04/04/17,5.56,MCDONALDS,LONDON  N12,5.56,GBP,1.00
03/04/17,04/04/17,41.95,AMFBOWLING.CO.UK,01442 840200,41.95,GBP,1.00
03/04/17,04/04/17,15.39,TESCO STORES 2296,COLNEY HATCH,15.39,GBP,1.00
02/05/17,03/05/17,29.85,TESCO STORES 2296,COLNEY HATCH,29.85,GBP,1.00
07/04/17,10/04/17,56.10,W M MORRISON STORE,373 COLINDALE,56.10,GBP,1.00
27/04/17,01/05/17,468.95,ECOLABPESTELIMINATION,SWINDON,468.95,GBP,1.00
03/04/17,04/04/17,93.90,SAINSBURYS TO YOU 0637,HENDON,93.90,GBP,1.00
10/04/17,11/04/17,57.30,SAINSBURYS TO YOU 0637,HENDON,57.30,GBP,1.00
19/04/17,20/04/17,99.66,SAINSBURYS TO YOU 0637,HENDON,99.66,GBP,1.00
22/04/17,24/04/17,13.02,AMAZON UK MARKETPLACE,800-279-6620,13.02,GBP,1.00
24/04/17,25/04/17,22.99,AMAZON UK MARKETPLACE,800-279-6620,22.99,GBP,1.00
24/04/17,25/04/17,119.90,AMAZON UK MARKETPLACE,800-279-6620,119.90,GBP,1.00
24/04/17,25/04/17,125.30,SAINSBURYS TO YOU 0637,HENDON,125.30,GBP,1.00
02/05/17,03/05/17,153.46,SAINSBURYS TO YOU 0637,HENDON,153.46,GBP,1.00
18/04/17,19/04/17,123.42,WWW.CIPS.ORG,0845 8801188,123.42,GBP,1.00
27/04/17,28/04/17,17.99,123-REG.CO.UK,08712309525,17.99,GBP,1.00
28/04/17,01/05/17,11.99,123-REG.CO.UK,08712309525,11.99,GBP,1.00
28/04/17,01/05/17,900.00,SURVEYMONKEY,DUBLIN,900.00,GBP,1.00
27/04/17,01/05/17,58.70,ENVATOMARKET34638608,4155496349,73.20,USD,1.25
06/04/17,07/04/17,5.00,LUL TICKET MACHINE,WOOD GREEN,5.00,GBP,1.00
06/04/17,07/04/17,46.99,THE PERFUME SHOP,WOOD GREEN,46.99,GBP,1.00
06/04/17,07/04/17,160.05,J D SPORTS 546,WOOD GREEN,160.05,GBP,1.00
09/04/17,10/04/17,225.60,WWW.ADVENTUREISLAN,01702 443410,225.60,GBP,1.00
19/04/17,20/04/17,7.00,SAINSBURYS SACAT 0124,BARNET,7.00,GBP,1.00
29/04/17,01/05/17,9.10,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,9.10,GBP,1.00
29/04/17,01/05/17,4.55,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,4.55,GBP,1.00
28/04/17,01/05/17,12.57,AMAZON UK MARKETPLACE,800-279-6620,12.57,GBP,1.00
13/04/17,14/04/17,398.00,AMAZON UK MARKETPLACE,800-279-6620,398.00,GBP,1.00
18/04/17,19/04/17,180.00,EB  REFORMING ADULT SO,801-413-7200,180.00,GBP,1.00
11/04/17,12/04/17,15.00,LBBARNET PAYENET,LONDON,15.00,GBP,1.00
19/04/17,20/04/17,-15.00,LBBARNET PAYENET,LONDON,-15.00,GBP,1.00
20/04/17,21/04/17,12.50,WESTMINSTER CITY COUNC,WESTMINSTER,12.50,GBP,1.00
21/05/17,23/05/17,38.88,CAMPAIGNMONITOR,SYDNEY,49.00,USD,1.26
17/05/17,18/05/17,70.95,CAMPAIGNMONITOR,SYDNEY,89.00,USD,1.25
10/05/17,11/05/17,40.00,HMCOURTS-SERVICE.G,08459400111,40.00,GBP,1.00
04/05/17,05/05/17,40.00,HMCOURTS-SERVICE.G,08459400111,40.00,GBP,1.00
18/05/17,22/05/17,14.03,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,14.03,GBP,1.00
16/05/17,17/05/17,481.24,RAFFLES HOUSE,WEMBLEY,481.24,GBP,1.00
13/05/17,15/05/17,407.20,SIMPSON ECO SKIPS LIMI,LONDON,407.20,GBP,1.00
08/05/17,09/05/17,87.00,HM PASSPORT,LONDON,87.00,GBP,1.00
28/05/17,29/05/17,44.85,AMFBOWLING.CO.UK,01442 840200,44.85,GBP,1.00
31/05/17,01/06/17,29.90,AMFBOWLING.CO.UK,01442 840200,29.90,GBP,1.00
31/05/17,01/06/17,21.80,TESCO STORE 2296,COLNEY HATCH,21.80,GBP,1.00
08/05/17,09/05/17,17.60,TESCO STORE 2296,COLNEY HATCH,17.60,GBP,1.00
08/05/17,09/05/17,11.00,TESCO STORE 2296,COLNEY HATCH,11.00,GBP,1.00
26/05/17,29/05/17,"2,205.00",HMCOURTS-SERVICE.G,08459400111,"2,205.00",GBP,1.00
10/05/17,12/05/17,83.94,WWW.ARGOS.CO.UK,INTERNET,83.94,GBP,1.00
09/05/17,10/05/17,-19.98,ARGOS RETAIL GROUP,INTERNET,-19.98,GBP,1.00
09/05/17,10/05/17,19.98,ARGOS RETAIL GROUP,INTERNET,19.98,GBP,1.00
09/05/17,10/05/17,19.98,ARGOS RETAIL GROUP,INTERNET,19.98,GBP,1.00
09/05/17,10/05/17,289.00,AO RETAIL LIMITED,.,289.00,GBP,1.00
08/05/17,09/05/17,393.99,AO RETAIL LIMITED,.,393.99,GBP,1.00
05/05/17,08/05/17,2.29,ROBERT DYAS HOLDNG LTD,01372361444,2.29,GBP,1.00
05/05/17,08/05/17,352.36,ARGOS RETAIL GROUP,INTERNET,352.36,GBP,1.00
03/05/17,04/05/17,30.00,CRAZY DISCOUNTS,LONDON  N12,30.00,GBP,1.00
03/05/17,04/05/17,200.00,BRITISH HEART,FINCHLEY,200.00,GBP,1.00
03/05/17,04/05/17,300.00,CRAZY DISCOUNTS,LONDON  N12,300.00,GBP,1.00
19/05/17,22/05/17,420.00,CLARIONCOMMS.COM,0845 444585,420.00,GBP,1.00
22/05/17,23/05/17,12.00,GLOUCESTERSHIRE CC,INTERNET,12.00,GBP,1.00
22/05/17,23/05/17,39.99,ARGOS RETAIL GROUP,INTERNET,39.99,GBP,1.00
22/05/17,23/05/17,62.96,ARGOS RETAIL GROUP,INTERNET,62.96,GBP,1.00
08/05/17,09/05/17,17.89,ARGOS RETAIL GROUP,INTERNET,17.89,GBP,1.00
08/05/17,09/05/17,133.94,ARGOS RETAIL GROUP,INTERNET,133.94,GBP,1.00
08/05/17,09/05/17,359.98,ARGOS RETAIL GROUP,INTERNET,359.98,GBP,1.00
05/05/17,08/05/17,217.90,ARGOS LTD,NORTH FINCHLE,217.90,GBP,1.00
05/05/17,08/05/17,161.42,ARGOS RETAIL GROUP,INTERNET,161.42,GBP,1.00
05/05/17,08/05/17,137.99,ARGOS RETAIL GROUP,INTERNET,137.99,GBP,1.00
04/05/17,05/05/17,413.99,AMAZON UK MARKETPLACE,800-279-6620,413.99,GBP,1.00
03/05/17,05/05/17,21.60,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,21.60,GBP,1.00
04/05/17,05/05/17,28.13,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,28.13,GBP,1.00
01/06/17,02/06/17,339.98,WWW.ARGOS.CO.UK,INTERNET,339.98,GBP,1.00
18/05/17,19/05/17,143.00,MAGSUBCRIPTIONS COM,LONDON,143.00,GBP,1.00
09/05/17,10/05/17,347.64,PAYPAL  EJARMANTLTD,35314369001,347.64,GBP,1.00
08/05/17,09/05/17,4.01,AMAZON UK MARKETPLACE,800-279-6620,4.01,GBP,1.00
07/05/17,08/05/17,30.48,AMAZON UK MARKETPLACE,800-279-6620,30.48,GBP,1.00
18/05/17,19/05/17,35.97,WICKES,LONDON,35.97,GBP,1.00
17/05/17,18/05/17,42.64,WICKES,LONDON,42.64,GBP,1.00
15/05/17,16/05/17,42.02,ARGOS LTD,NORTH FINCHLE,42.02,GBP,1.00
12/05/17,15/05/17,40.34,HOMEBASE LTD 024,LONDON  N11,40.34,GBP,1.00
12/05/17,12/05/17,50.70,BUILDER DEPOT N11,02084587700,50.70,GBP,1.00
09/05/17,10/05/17,115.52,WICKES,LONDON,115.52,GBP,1.00
09/05/17,10/05/17,149.97,WICKES,LONDON,149.97,GBP,1.00
15/05/17,16/05/17,225.00,ACCESS POINT LTD,SOUTHPORT,225.00,GBP,1.00
12/05/17,15/05/17,-24.99,AO RETAIL LIMITED,.,-24.99,GBP,1.00
05/05/17,08/05/17,170.00,MOTHERCARE DIRECT-MOTO,WATFORD,170.00,GBP,1.00
03/05/17,04/05/17,237.00,PARTRIDGE & PRINT,WELLINGBOROUG,237.00,GBP,1.00
25/05/17,29/05/17,360.00,HIREITAILL.COM LTD,CHESHAM,360.00,GBP,1.00
25/05/17,29/05/17,504.00,HIREITAILL.COM LTD,CHESHAM,504.00,GBP,1.00
25/05/17,26/05/17,120.96,L BORO OF ISLINGTN,LONDON,120.96,GBP,1.00
25/05/17,26/05/17,320.74,PARKDEAN HOLIDAY P,NEWCASTLE NE1,320.74,GBP,1.00
25/05/17,26/05/17,70.85,1STLOCATE T/A LCS,LEEDS,70.85,GBP,1.00
17/05/17,18/05/17,127.68,ASK FINCHLEY,FINCHLEY 108,127.68,GBP,1.00
01/06/17,02/06/17,206.68,COUNCIL TAX,ENFIELD,206.68,GBP,1.00
01/06/17,02/06/17,"1,591.92",ROSS AND ROBERTS LTD,SOMERTON,"1,591.92",GBP,1.00
31/05/17,01/06/17,31.00,L B Camden Int,London,31.00,GBP,1.00
31/05/17,01/06/17,21.00,L B Camden Int,London,21.00,GBP,1.00
31/05/17,01/06/17,23.40,GRO HM PASSPORT OFFICE,SOUTHPORT,23.40,GBP,1.00
23/05/17,24/05/17,15.00,LBBARNET PAYENET,LONDON,15.00,GBP,1.00
23/05/17,24/05/17,23.40,GRO HM PASSPORT OFFICE,SOUTHPORT,23.40,GBP,1.00
16/05/17,17/05/17,17.68,THE GENERAL REGISTER O,ROSCOMMON,20.00,EUR,1.13
15/05/17,16/05/17,15.00,LBBARNET PAYENET,LONDON,15.00,GBP,1.00
09/05/17,10/05/17,7.00,GEN REGISTER OFFICE NI,BELFAST,7.00,GBP,1.00
04/05/17,05/05/17,60.50,HM PASSPORT OFFICE,LIVERPOOL,60.50,GBP,1.00
03/05/17,04/05/17,10.50,WWW.DEVON.GOV.UK,01392 381269,10.50,GBP,1.00
03/05/17,04/05/17,23.40,GRO HM PASSPORT OFFICE,SOUTHPORT,23.40,GBP,1.00
03/05/17,04/05/17,15.00,LBBARNET PAYENET,LONDON,15.00,GBP,1.00
03/05/17,04/05/17,10.65,WP-WARWICKSHIRE CO,WARWICK,10.65,GBP,1.00
31/05/17,02/06/17,13.00,WAKEFIELD MDC MOTO,WAKEFIELD,13.00,GBP,1.00
31/05/17,02/06/17,13.00,WAKEFIELD MDC MOTO,WAKEFIELD,13.00,GBP,1.00
25/05/17,26/05/17,87.96,ARGOS RETAIL GROUP,INTERNET,87.96,GBP,1.00
25/05/17,26/05/17,89.99,ARGOS RETAIL GROUP,INTERNET,89.99,GBP,1.00
18/05/17,22/05/17,240.06,BRITISH GAS BUSINE,03301000222,240.06,GBP,1.00
18/05/17,19/05/17,253.86,EDF ENERGY-DOM,PLYMOUTH,253.86,GBP,1.00
23/05/17,24/05/17,441.54,PAYPAL  MARLERHALEY,35314369001,441.54,GBP,1.00
31/05/17,01/06/17,114.33,ADOBE  CREATIVE CLOUD,800-833-6687 IRL,114.33,GBP,1.00
31/05/17,01/06/17,50.00,FACEBK 6KEQTCJ8K2,WWW.FB.ME/ADS,50.00,GBP,1.00
31/05/17,01/06/17,40.87,FACEBK PNRQPBSP32,WWW.FB.ME/ADS,40.87,GBP,1.00
26/05/17,29/05/17,40.00,FACEBK UKTCHBJP32,WWW.FB.ME/ADS,40.00,GBP,1.00
22/05/17,23/05/17,7.39,PAYPAL  7DAYSHOPCOM,35314369001,7.39,GBP,1.00
22/05/17,23/05/17,9.73,PAYPAL  OU HUIHUI,35314369001,9.73,GBP,1.00
22/05/17,23/05/17,174.00,WWW.DONTPANICPROJEC LT,RAMSBOTTOM,174.00,GBP,1.00
19/05/17,22/05/17,20.13,FACEBK 3EAVHB6P32,WWW.FB.ME/ADS,20.13,GBP,1.00
09/05/17,10/05/17,114.33,ADOBE  CREATIVE CLOUD,800-833-6687,114.33,GBP,1.00
28/05/17,29/05/17,5.00,GIFFGAFF.COM,ONLINE STORE,5.00,GBP,1.00
09/05/17,10/05/17,5.00,GIFFGAFF.COM,ONLINE STORE,5.00,GBP,1.00
29/05/17,31/05/17,19.50,THE BROWN EAGLE,LONDON  N22,19.50,GBP,1.00
29/05/17,30/05/17,16.87,MCDONALDS,LONDON  N22,16.87,GBP,1.00
20/05/17,22/05/17,26.98,COLNEY HATCH,LONDON  N12,26.98,GBP,1.00
28/05/17,29/05/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
22/05/17,23/05/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
11/05/17,12/05/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
31/05/17,01/06/17,290.00,Golden Boys Coaches,,290.00,GBP,1.00
26/05/17,29/05/17,95.70,AMAZON UK MARKETPLACE,800-279-6620,95.70,GBP,1.00
23/05/17,24/05/17,51.70,HUNGRYHOUSE LTD,LONDON W1H 1D,51.70,GBP,1.00
22/05/17,23/05/17,50.48,PIZZA HUT ONLINE WEB,-,50.48,GBP,1.00
17/05/17,18/05/17,65.78,AMAZON UK MARKETPLACE,800-279-6620,65.78,GBP,1.00
08/05/17,09/05/17,"1,085.52",WWW.CLOTHES2ORDER.COM,MANCHESTER M1,"1,085.52",GBP,1.00
23/05/17,25/05/17,74.30,SKY SUBSCRIPTION,08442411653,74.30,GBP,1.00
23/05/17,24/05/17,101.66,MAKRO SELF SERVICE,MANCHESTER,101.66,GBP,1.00
23/05/17,24/05/17,296.99,WAYFAIR STORES LIM,LONDON,296.99,GBP,1.00
23/05/17,24/05/17,77.79,WWW.CICSLIMITED.CO.UK,INTERNET,77.79,GBP,1.00
23/05/17,24/05/17,40.00,ASDA SUPERSTORE,S'GATE CIRCUS,40.00,GBP,1.00
22/05/17,23/05/17,172.41,TESCO STORES 6440,LONDON EN8,172.41,GBP,1.00
19/05/17,22/05/17,16.23,WWW.QEGSCHOOL.ORG.UK,02084477924,16.23,GBP,1.00
19/05/17,22/05/17,333.07,CARPETRIGHT,WHETSTONE,333.07,GBP,1.00
19/05/17,22/05/17,20.30,QUEEN ELIZABETHS GIRL,BARNET,20.30,GBP,1.00
19/05/17,22/05/17,103.80,TESCO STORES 6440,LONDON EN8,103.80,GBP,1.00
15/05/17,16/05/17,20.00,PARENTPAY E-COM R,BRIDGWATER,20.00,GBP,1.00
15/05/17,16/05/17,140.73,TESCO STORES 6440,LONDON EN8,140.73,GBP,1.00
15/05/17,16/05/17,10.00,PABULUM CATERING,01252360565,10.00,GBP,1.00
12/05/17,15/05/17,116.02,TESCO STORES 6440,LONDON EN8,116.02,GBP,1.00
11/05/17,12/05/17,16.50,TEMP STORE,NORMANTON,16.50,GBP,1.00
10/05/17,11/05/17,10.00,TFL OYST PHOTOCARD,0343 222 1234,10.00,GBP,1.00
10/05/17,11/05/17,17.50,TESCO STORE 2467,ENFIELD,17.50,GBP,1.00
10/05/17,11/05/17,60.00,JD SPORTS PLC,BR 710 ENFIEL,60.00,GBP,1.00
09/05/17,10/05/17,10.00,PABULUM CATERING,01252360565,10.00,GBP,1.00
09/05/17,10/05/17,10.15,QUEEN ELIZABETHS GIRL,BARNET,10.15,GBP,1.00
09/05/17,10/05/17,2.00,TESCO STORE 2296,COLNEY HATCH,2.00,GBP,1.00
06/05/17,08/05/17,.01,ASDA HOME SHOPPING,CARDS LTD,.01,GBP,1.00
06/05/17,08/05/17,166.21,ASDA HOME SHOPPING,CARDS LTD,166.21,GBP,1.00
01/06/17,02/06/17,20.00,PABULUM CATERING,01252360565,20.00,GBP,1.00
01/06/17,02/06/17,10.15,QUEEN ELIZABETHS GIRL,BARNET,10.15,GBP,1.00
01/06/17,02/06/17,40.00,PARENTPAY E-COM R,BRIDGWATER,40.00,GBP,1.00
25/05/17,26/05/17,27.96,WICKES,LONDON,27.96,GBP,1.00
24/05/17,25/05/17,355.99,WWW.STAPLES.CO.UK,0333 300 1334,355.99,GBP,1.00
23/05/17,24/05/17,114.95,BT PAY BY PHONE,DURHAM,114.95,GBP,1.00
22/05/17,23/05/17,76.80,XL DISPLAYS LTD,PETERBOROUGH,76.80,GBP,1.00
19/05/17,22/05/17,136.08,ROBINSON HEALTHCARE,NR WORKSOP,136.08,GBP,1.00
19/05/17,22/05/17,52.00,ASDA SUPERSTORE,WATFORD,52.00,GBP,1.00
19/05/17,22/05/17,-75.99,AMZ AMAZON.CO.UK +44 2,AMAZON.CO.UK,-75.99,GBP,1.00
17/05/17,19/05/17,75.99,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,75.99,GBP,1.00
17/05/17,18/05/17,31.28,ASDA SUPERSTORE,WATFORD,31.28,GBP,1.00
17/05/17,18/05/17,252.86,HERTFORDSHRE COUNTY,HERTFORD,252.86,GBP,1.00
14/05/17,15/05/17,16.51,ALDI,KINGSBURY,16.51,GBP,1.00
14/05/17,15/05/17,5.35,TESCO STORE 2131,BRENT CROSS,5.35,GBP,1.00
15/05/17,15/05/17,15.99,AMAZON UK MARKETPLACE,800-279-6620,15.99,GBP,1.00
11/05/17,12/05/17,252.86,HERTFORDSHRE COUNTY,HERTFORD,252.86,GBP,1.00
08/05/17,09/05/17,26.18,WATERCOOLER,442088335555,26.18,GBP,1.00
08/05/17,09/05/17,18.70,WATERCOOLER,442088335555,18.70,GBP,1.00
31/05/17,02/06/17,50.70,SAINSBURYS TO YOU 0637,HENDON,50.70,GBP,1.00
24/05/17,25/05/17,49.04,TESCO STORES 6440,LONDON EN8,49.04,GBP,1.00
11/05/17,12/05/17,50.83,TESCO STORES 6440,LONDON EN8,50.83,GBP,1.00
05/05/17,08/05/17,8.50,PETS AT HOME,FRIERN BARNET,8.50,GBP,1.00
05/05/17,08/05/17,39.98,SMYTHS TOYS UK LTD,PEGASUS WAY L,39.98,GBP,1.00
07/05/17,08/05/17,12.40,AMAZON UK MARKETPLACE,800-279-6620,12.40,GBP,1.00
07/05/17,08/05/17,24.73,AMAZON UK MARKETPLACE,800-279-6620,24.73,GBP,1.00
03/05/17,04/05/17,37.00,TESCO STORES 6440,LONDON EN8,37.00,GBP,1.00
01/06/17,02/06/17,103.68,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,103.68,GBP,1.00
13/05/17,15/05/17,56.00,ROYAL MAIL ONLINE SHOP,INTERNET,56.00,GBP,1.00
25/05/17,26/05/17,3.49,AMAZON UK MARKETPLACE,800-279-6620,3.49,GBP,1.00
24/05/17,25/05/17,14.75,AMAZON UK MARKETPLACE,800-279-6620,14.75,GBP,1.00
16/05/17,18/05/17,3.99,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,3.99,GBP,1.00
10/05/17,11/05/17,24.99,AMAZON UK MARKETPLACE,800-279-6620,24.99,GBP,1.00
10/05/17,11/05/17,19.51,AMAZON EU,AMAZON.CO.UK,19.51,GBP,1.00
03/05/17,04/05/17,13.99,AMAZON UK MARKETPLACE,800-279-6620,13.99,GBP,1.00
02/06/17,02/06/17,12.98,AMAZON UK MARKETPLACE,800-279-6620,12.98,GBP,1.00
26/05/17,29/05/17,57.50,SAINSBURYS 0515,EDGWARE,57.50,GBP,1.00
04/05/17,05/05/17,2.00,POUNDLAND LTD 1181,EDGWARE,2.00,GBP,1.00
17/05/17,18/05/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
11/05/17,12/05/17,.95,TESCO STORES 2479,EDGWARE,.95,GBP,1.00
30/05/17,01/06/17,2.70,BP Kellys Corner,,2.70,GBP,1.00
31/05/17,01/06/17,10.00,LUL Ticket Machine,,10.00,GBP,1.00
30/05/17,31/05/17,3.50,STANSTED PARKING,STANSTED,3.50,GBP,1.00
22/05/17,23/05/17,25.00,TESCO STORE 2126,BOREHAMWOOD,25.00,GBP,1.00
12/05/17,15/05/17,3.60,COSTA COFFEE-BARNET,BARNET,3.60,GBP,1.00
08/05/17,09/05/17,17.94,WAITROSE 670,MILL HILL,17.94,GBP,1.00
08/05/17,09/05/17,.59,MIDDLESEX UNIVERSITY H,HENDON,.59,GBP,1.00
07/05/17,08/05/17,5.49,PRET A MANGER,PICCADILLY LO,5.49,GBP,1.00
24/05/17,30/05/17,11.50,TFL ROAD CHARGE,0343 222 2222,11.50,GBP,1.00
17/05/17,18/05/17,65.88,INSPIRED FRAMES,BARNET,65.88,GBP,1.00
11/05/17,12/05/17,102.00,CARTRIGE WORLD HQ UK L,MARLOW,102.00,GBP,1.00
05/05/17,08/05/17,257.00,EUROWINGS MH2R2R_1245908,DUESSELDORF,257.00,GBP,1.00
26/05/17,31/05/17,233.93,WWW.ARGOS.CO.UK,INTERNET,233.93,GBP,1.00
30/05/17,31/05/17,597.98,AO RETAIL LIMITED,.,597.98,GBP,1.00
25/05/17,29/05/17,7.10,CAFFE NERO 87 PADDINGT,LONDON,7.10,GBP,1.00
26/05/17,29/05/17,48.41,WWW.ARGOS.CO.UK,INTERNET,48.41,GBP,1.00
23/05/17,24/05/17,17.00,CREATESEND/COM,SYDNEY,17.00,GBP,1.00
